	company	fund_id	fund_name	avg	avg_type	category	fund_type	me	ydev	y5dev	risk	Link	Klusterbomber	Kemiska vapen	Kärnvapen	Vapen/krigsmateriel	Alkohol	Tobak	Spelverksamhet	Pornografi	Fossila bränslen	Kol	Uran	Genmodifierade organismer	Alkohol_comment	Fossila bränslen (olja, gas, kol)_comment	Kemiska och biologiska vapen_comment	Klusterbomber, personminor_comment	Kol_comment	Kommersiell spelverksamhet_comment	Kärnvapen_comment	Pornografi_comment	Tobak_comment	Uran_comment	Vapen och/eller krigsmateriel_comment	Övrigt_comment
351049	MDO Management Company S.A.	351049	Coeli - Sweden Fund	0.67	NA	Sverige	A	M/E	0	-	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=LU1133292034	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ												
319400	Morgan Stanley Investment Management Ltd	319400	MISINVF Latin American Equity Fund A	0.72	NA	Latinamerika	A	NA	10	3	hög		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
677708	Morgan Stanley Investment Management Ltd	677708	MSINVF Asian Equity Fund A	0.65	NA	Asien	A	NA	23	12	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
606046	Morgan Stanley Investment Management Ltd	606046	MSINVF Emerging Markets Debt Fund A	0.39	NA	Tillväxtmarknad ränta	R	NA	-1	10	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
140252	Morgan Stanley Investment Management Ltd	140252	MSINVF Emerging Markets Domestic Debt Fund A	0.39	NA	Tillväxtmarknad ränta	R	NA	3	3	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
570219	Morgan Stanley Investment Management Ltd	570219	MSINVF Emerging Markets Equity Fund A	0.72	NA	Nya marknader	A	NA	22	10	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
641878	Morgan Stanley Investment Management Ltd	641878	MSINVF Emering Europe, Middle East and Africa Equity Fund A	0.72	NA	Nya marknader	A	NA	18	8	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
534389	Morgan Stanley Investment Management Ltd	534389	MSINVF Euro Corporate Bond Fund A	0.39	NA	Europa ränta	R	NA	7	8	låg		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
498551	Morgan Stanley Investment Management Ltd	498551	MSINVF Euro Strategic Bond Fund A	0.39	NA	Europa ränta	R	NA	6	8	låg		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
176081	Morgan Stanley Investment Management Ltd	176081	MSINVF European Currencies High Yield Bond Fund A	0.39	NA	Europa ränta	R	NA	9	9	låg		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
283572	Morgan Stanley Investment Management Ltd	283572	MSINVF European Equity Alpha Fund A	0.57	NA	Europa	A	NA	11	9	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
247742	Morgan Stanley Investment Management Ltd	247742	MSINVF European Property Fund A	0.64	NA	Fastighet	A	NA	13	15	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
211912	Morgan Stanley Investment Management Ltd	211912	MSINVF Eurozone Equity Alpha Fund A	0.64	NA	Europa	A	NA	13	12	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
462721	Morgan Stanley Investment Management Ltd	462721	MSINVF Global Property Fund A	0.67	NA	Fastighet	A	NA	2	13	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
426890	Morgan Stanley Investment Management Ltd	426890	MSINVF Indian Equity Fund A	0.73	NA	Indien	A	NA	27	25	hög		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
391060	Morgan Stanley Investment Management Ltd	391060	MSINVF US Advantage Fund A	0.64	NA	USA och Nordamerika	A	NA	19	25	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
355231	Morgan Stanley Investment Management Ltd	355231	MSINVF US Growth Fund A	0.64	NA	USA och Nordamerika	A	NA	29	28	hög		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
615310	Naventi Fonder AB	615310	Naventi Balanserad Flex	0.53	NA	Varierande	B	NA	7	9	låg		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
447086	Naventi Fonder AB	447086	Naventi Defensiv Flex	0.49	NA	Försiktig	B	NA	6	4	låg		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
482919	Naventi Fonder AB	482919	Naventi Offensiv	0.62	NA	Global	A	NA	7	13	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
727057	Naventi Fonder AB	727057	Naventi Offensiv Flex	0.61	NA	Global	A	NA	8	13	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
691220	Naventi Fonder AB	691220	Naventi Tillväxtmarknadsfond	0.67	NA	Nya marknader	A	NA	12	10	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
172601	Navigera AB	172601	Navigera Strategi Bevara	0.53	FOF	Balanserad	B	NA	5	6	låg		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
374835	Navigera AB	374835	Navigera Strategi Tillväxt	0.64	FOF	Global och Sverige	A	NA	21	12	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
339002	Navigera AB	339002	Navigera Strategi Världen	0.57	FOF	Global och Sverige	A	NA	11	13	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
809699	NN Asset Management BV	809699	NN (L) Alternative Beta	0.57	NA	Varierande	B	NA	-4	10	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
992099	NN Asset Management BV	992099	NN (L) Asia Income	0.76	NA	Asien	A	NA	19	13	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
848770	NN Asset Management BV	848770	NN (L) EURO Equity	0.66	NA	Europa	A	NA	16	12	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
323832	NN Asset Management BV	323832	NN (L) Emerging Markets Debt (Hard Currency)	0.42	NA	Tillväxtmarknad ränta	R	NA	12	8	låg		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
140434	NN Asset Management BV	140434	NN (L) Emerging Markets Debt (Local Currency)	0.42	NA	Tillväxtmarknad ränta	R	NA	6	3	låg		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
288001	NN Asset Management BV	288001	NN (L) Euromix Bond	0.36	NA	Europa ränta	R	NA	1	5	låg		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
899773	NN Asset Management BV	899773	NN (L) European Equity	0.66	NA	Europa	A	NA	14	12	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
857037	NN Asset Management BV	857037	NN (L) First Class Protection	0.44	NA	Varierande	B	NA	4	5	låg		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
523050	NN Asset Management BV	523050	NN (L) Global Equity Impact Opportunities	0.73	NA	Global	A	NA	19	14	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
558882	NN Asset Management BV	558882	NN (L) Global Real Estate	0.73	NA	Fastighet	A	NA	-3	11	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
594713	NN Asset Management BV	594713	NN (L) Global Sustainable Equity	0.73	NA	Global	A	M/E	11	16	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
666370	NN Asset Management BV	666370	NN (L) Greater China Equity	0.76	NA	Kina	A	NA	23	17	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
401695	NN Asset Management BV	401695	NN (L) Information Technology	0.73	NA	IT och kommunikation	A	NA	17	24	hög		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
920439	NN Asset Management BV	920439	NN (L) Japan Equity	0.66	NA	Japan	A	NA	15	14	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
956268	NN Asset Management BV	956268	NN (L) Latin America Equity	0.76	NA	Latinamerika	A	NA	7	2	hög		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
564849	Nordea Funds Ab	564849	Nordea Europe Fund	0.31	NA	Europa	A	M/E	12	-	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=FI4000048988	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ			Avvikande gräns: 0 procent	Avvikande gräns: 0 procent	Exkludering gäller bolag vars omsättning från kol innefattar 30 procent eller mer.		Avvikande gräns: 0 procent					
494427	Nordea Funds Ab	494427	Nordea Far East Fund	0.32	NA	Asien	A	M/E	37	17	hög	http://www.hallbarhetsprofilen.se/fund.html?isin=FI4000048970	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ			Avvikande gräns: 0 procent	Avvikande gräns: 0 procent	Exkludering gäller bolag vars omsättning från kol innefattar 30 procent.		Avvikande gräns: 0 procent					
430975	Nordea Funds Ab	430975	Nordea Generationsfond 50-tal	0.19	FOF	Pension om mindre än 10 år	G	M/E	8	10	låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000653420	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ			Avvikande gräns: 0 procent	Avvikande gräns: 0 procent	Exkludering gäller bolag vars omsättning från kol innefattar 30 procent eller mer.		Avvikande gräns: 0 procent					
359315	Nordea Funds Ab	359315	Nordea Generationsfond 60-tal	0.19	FOF	Pension om mer än 10 år	G	M/E	12	14	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000653446	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ			Avvikande gräns: 0 procent	Avvikande gräns: 0 procent	Exkludering gäller bolag vars omsättning från kol innefattar 30 procent.		Avvikande gräns: 0 procent					
287656	Nordea Funds Ab	287656	Nordea Generationsfond 70-tal	0.19	FOF	Pension om mer än 10 år	G	M/E	12	14	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000653461	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ			Avvikande gräns: 0 procent	Avvikande gräns: 0 procent	Exkludering gäller bolag vars omsättning från kol innefattar 30 procent eller mer.		Avvikande gräns: 0 procent					
215996	Nordea Funds Ab	215996	Nordea Generationsfond 80-tal	0.19	FOF	Pension om mer än 10 år	G	M/E	12	14	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000653487	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ			Avvikande gräns: 0 procent	Avvikande gräns: 0 procent	Exkludering gäller bolag vars omsättning från kol innefattar 30 procent.		Avvikande gräns: 0 procent					
596429	Nordea Funds Ab	596429	Nordea Generationsfond 90-tal	0.19	FOF	Pension om mer än 10 år	G	M/E	11	-	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0005880093	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ			Avvikande gräns: 0 procent	Avvikande gräns: 0 procent	Exkludering gäller bolag vars omsättning från kol innefattar 30 procent eller mer.		Avvikande gräns: 0 procent					
502633	Nordea Funds Ab	502633	Nordea Generationsfond Senior	0.19	FOF	Pension om mindre än 10 år	G	M/E	3	4	mycket låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000653370	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ			Avvikande gräns: 0 procent	Avvikande gräns: 0 procent	Exkludering gäller bolag vars omsättning från kol innefattar 30 procent eller mer.		Avvikande gräns: 0 procent					
282517	Nordea Funds Ab	282517	Nordea Global	0.28	RES	Global	A	M/E	12	16	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=FI0008813332	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ			Avvikande gräns: 0 procent	Avvikande gräns: 0 procent	Exkludering gäller bolag vars omsättning från kol innefattar 30 procent eller mer.		Avvikande gräns: 0 procent					
995571	Nordea Funds Ab	995571	Nordea Globala Tillväxtmarknader	0.32	NA	Nya marknader	A	M/E	18	11	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=FI0008813324	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ			Avvikande gräns: 0 procent	Avvikande gräns: 0 procent	Exkludering gäller bolag vars omsättning från kol innefattar 30 procent eller mer.		Avvikande gräns: 0 procent					
469692	Nordea Funds Ab	469692	Nordea Indienfond	0.35	FOF	Indien	A	M/E	26	24	hög	http://www.hallbarhetsprofilen.se/fund.html?isin=FI0008813241	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ			Avvikande gräns: 0 procent	Avvikande gräns: 0 procent	Exkludering gäller bolag vars omsättning från kol innefattar 30 procent eller mer.		Avvikande gräns: 0 procent					
218115	Nordea Funds Ab	218115	Nordea Japan Fund	0.27	RES	Japan	A	M/E	13	13	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=FI4000048962	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ			Avvikande gräns: 0 procent	Avvikande gräns: 0 procent	Exkludering gäller bolag vars omsättning från kol innefattar 30 procent eller mer.		Avvikande gräns: 0 procent					
653097	Nordea Funds Ab	653097	Nordea Kinafond	0.35	FOF	Kina	A	M/E	34	18	hög	http://www.hallbarhetsprofilen.se/fund.html?isin=FI0008813308	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ			Avvikande gräns: 0 procent	Avvikande gräns: 0 procent	Exkludering gäller bolag vars omsättning från kol innefattar 30 procent eller mer.		Avvikande gräns: 0 procent					
588699	Nordea Funds Ab	588699	Nordea Latinamerikafonden	0.33	NA	Latinamerika	A	M/E	10	3	hög	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000444101	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ			Avvikande gräns: 0 procent	Avvikande gräns: 0 procent	Exkludering gäller bolag vars omsättning från kol innefattar 30 procent eller mer.		Avvikande gräns: 0 procent					
861757	Nordea Funds Ab	861757	Nordea Nordic Fund	0.29	NA	Norden	A	M/E	14	12	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=FI0008813399	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ			Avvikande gräns: 0 procent	Avvikande gräns: 0 procent	Exkludering gäller bolag vars omsättning från kol innefattar 30 procent eller mer.		Avvikande gräns: 0 procent					
182287	Nordea Funds Ab	182287	Nordea North America Fund	0.25	RES	USA och Nordamerika	A	M/E	11	19	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=FI0008813381	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ			Avvikande gräns: 0 procent	Avvikande gräns: 0 procent	Exkludering gäller bolag vars omsättning från kol innefattar 30 procent eller mer.		Avvikande gräns: 0 procent					
167239	Nordea Funds Ab	167239	Nordea Nya Tillväxtmarknader	0.35	NA	Nya marknader	A	M/E	6	5	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=FI0008813191	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ			Avvikande gräns: 0 procent	Avvikande gräns: 0 procent	Exkludering gäller bolag vars omsättning från kol innefattar 30 procent eller mer.		Avvikande gräns: 0 procent					
648964	Nordea Funds Ab	648964	Nordea Obligationsfond	0.16	NA	Sverige lång och realränta	R	M/E	0	3	låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000427825	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ			Avvikande gräns: 0 procent	Avvikande gräns: 0 procent	Exkludering gäller bolag vars omsättning från kol innefattar 30 procent eller mer.		Avvikande gräns: 0 procent					
